Line Number	Encoder Layer	Translation
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	9	He's also been on the hook for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	10	He's also been on the hook for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	11	He's also been on the run for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	12	He's also been on the run for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	13	He's also been on the run for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	14	He's also been in the business for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	15	He's also been in the business for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	16	He's also been around for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	17	He's also been around for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	18	He's also been in business for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	19	He's also been around for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	20	He's also been around for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	21	He's also been around for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	22	He's also been on the hook for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	23	He's also been on the hook for four decades.
"Er hat inzwischen auch schon vier Jahrzehnte auf dem Buckel.
"	24	He's also been on the hook for four decades now.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	0	in a once, in a once more,
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	1	I have the right to have a drink with me.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	2	I have the - I.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	3	I have the- - I know what I'm doing.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	4	I've looked at the plan five times, but I'm completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	5	I've seen the plan five times, but I'm completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	6	I looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	7	I looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	8	I looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	9	I looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	10	I looked at the plans five times, but I was completely on the edge.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	11	I looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	12	I looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	13	I looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	14	I've looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	15	I've looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	16	I've looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	17	I looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	18	I looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	19	I looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	20	I looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	21	I looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	22	I looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	23	I looked at the plans five times, but I was completely on the line.
"Ich habe mir die Pläne fünfmal angesehen, aber ich stand völlig auf der Leitung.
"	24	I looked at the plans five times, but I was completely on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	0	in a once, in a once.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	1	Not the winning.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	2	I was the Sie hat.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	3	She was a very good student.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	4	She didn't understand the reason why she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	5	She didn't understand the joke because she was standing on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	6	She didn't understand the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	7	She didn't understand the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	8	She didn't understand the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	9	She didn't understand the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	10	She didn't understand the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	11	She didn't understand the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	12	She didn't understand the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	13	She didn't understand the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	14	She didn't understand the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	15	She didn't understand the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	16	She didn't understand the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	17	She didn't get the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	18	She didn't get the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	19	She didn't get the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	20	She didn't get the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	21	She didn't get the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	22	She didn't get the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	23	She didn't get the joke because she was on the line.
"Sie verstand den Witz nicht, weil sie auf der Leitung stand.
"	24	She didn't get the joke because she was on the line.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	0	I've got the same problem with the P. und P. I have the same.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	1	He could see the radios and then the only one.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	2	And then the Und dann die Radi Dann mal die.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	3	He was a very nice guy.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	4	He fell off the horse and could see the radieschies only more from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	5	He fell off the horse and could see the radiescs only more from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	6	He fell off the horse and could see the radiescs only from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	7	He fell off the horse and could only see the radii from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	8	He fell off the horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	9	He fell off the horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	10	He fell off the horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	11	He fell off his horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	12	He fell off the horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	13	He fell off his horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	14	He fell off his horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	15	He fell off his horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	16	He fell off his horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	17	He fell off his horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	18	He fell off his horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	19	He fell off his horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	20	He fell off his horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	21	He fell off his horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	22	He fell off his horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	23	He fell off his horse and could only see the radishes from below.
"Er fiel vom Pferd und konnte dann die Radieschen nur mehr von unten sehen.
"	24	He fell off his horse and could only see the radishes from below.
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	0	E-show, in a now!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	1	I'd like to see you in the only one of the!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	2	I' - I' -
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	3	I'm just a really nice girl.
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	4	I wish you would see the radieschies more from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	5	I wish you would see the radieschies more from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	6	I wish you'd see the radies just more from down below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	7	I wish you'd see the radishes only more from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	8	I wish you'd see the radishes only more from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	9	I wish you'd only see the radishes from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	10	I wish you could see the radishes only more from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	11	I wish you could see the radishes only more from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	12	I wish you could see the radishes from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	13	I wish you could see the radishes from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	14	I wish you could see the radishes from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	15	I wish you could see the radishes from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	16	I wish you could see the radishes from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	17	I wish you could see the radishes from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	18	I wish you could see the radishes from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	19	I wish you could see the radishes from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	20	I wish you could see the radishes from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	21	I wish you could see the radishes from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	22	I wish you could see the radishes from below!
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	23	I wish you could see the radishes from below.
"Ich wünschte, du würdest die Radieschen nur mehr von unten sehen!
"	24	I wish you could see the radishes from below.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	0	in a und. same-on-
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	1	The computer is a computer, and it's a computer, and it's a computer.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	2	And- - and - ist da und ist daz -
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	3	- No.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	4	The computer is down, there's a hole in the floor.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	5	The computer is down, there's hops and malts.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	6	The computer is broken, there's hops and malts.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	7	The computer is broken, there's hops and malts.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	8	The computer is broken, there's hops and malts lost.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	9	The computer is broken, there's hops and malts lost.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	10	The computer is broken, there is hops and malts lost.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	11	The computer is broken, there is hops and malts lost.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	12	The computer is broken, there is lost hops and malts.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	13	The computer is broken, there's lost hops and malts.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	14	The computer is broken, there is hops and malt lost.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	15	The computer is broken, there is lost hops and malts.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	16	The computer is broken, there is lost hops and malts.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	17	The computer is broken, there is hops and malt lost.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	18	The computer is broken, there is hops and malt lost.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	19	The computer is broken, there is hops and malt lost.
"Der Computer ist kaputt, da ist Hopfen und Malz verloren.
"	20	The computer is broken, there's no hops and malt.
